no,date,open,high,low,close,volume
468,2015-11-04,411.53,503.98,366,412.01,30782.205
469,2015-11-05,412,454.41,380.48,390.33,17639.427
470,2015-11-06,390.5,400,351.7,375.28,45381.992
471,2015-11-07,375.4,394.9,373,386.76,13813.944
472,2015-11-08,386.72,391,365.41,372.51,16239.534
473,2015-11-09,372.52,386.06,360.82,382.23,29601.1867972
474,2015-11-10,382.21,384.19,325,339,36213.71059
475,2015-11-11,339.13,342.85,291.69,314.73,38748.725
476,2015-11-12,314.73,352.78,314.28,337.16,27359.099
477,2015-11-13,337.16,343.19,322.97,336.13,14474.231
478,2015-11-14,336.13,338.37,327.56,333.56,10681.705
479,2015-11-15,333.5,335.38,312.22,320.21,13395.168
480,2015-11-16,320.21,334.07,315,331.44,12737.732
481,2015-11-17,331.5,340,329.78,335.07,13477.149
482,2015-11-18,335.07,337.99,328.94,334.42,12910.024
483,2015-11-19,334.27,335.22,320.59,326.14,15822.57
484,2015-11-20,326.14,326.94,307.38,321.31,27328.401
485,2015-11-21,321.31,328.99,319.38,327.94,11363.327
486,2015-11-22,327.94,328.21,320.53,324.95,10291.493
487,2015-11-23,324.9,326,320.58,323.09,11422.052
488,2015-11-24,323.09,324.99,315.04,319.84,12514.737
489,2015-11-25,319.83,330.71,315.5,327.74,18384.974
490,2015-11-26,328.07,368.98,327.77,353.4,42356.2448
491,2015-11-27,353.06,364.99,345.31,358.63,25008.709
492,2015-11-28,358.63,361,351.51,357.96,15098.119
493,2015-11-29,357.95,373.03,355.04,370.68,17660.443
494,2015-11-30,370.68,382.4,369.11,377.18,30273.7003
495,2015-12-01,377.18,379.69,353.16,362.44,25837.962
496,2015-12-02,362.44,364.39,346.82,359.89,22900.031
497,2015-12-03,360.05,374.87,355.95,361.46,20332.168
498,2015-12-04,361.46,365,354.24,363.55,15195.309
499,2015-12-05,363.55,392.27,363.55,390.17,26231.6685
500,2015-12-06,389.91,404.87,385.15,388,36539.9624
501,2015-12-07,388,402,382.41,396.63,24460.0976
502,2015-12-08,396.62,417.89,391.3,416.33,20590.165
503,2015-12-09,416.33,426.77,408.57,418.24,30585.291
504,2015-12-10,418.24,422.85,412.62,415.43,19011.562
505,2015-12-11,415.48,457.18,415.43,452.99,34342.9361
506,2015-12-12,452.98,474.01,406.24,434.57,42578.7758
507,2015-12-13,435.13,442,425,435.7,21257.3259
508,2015-12-14,435.69,450,429.59,445.63,20309.147
509,2015-12-15,445.63,467.71,445.49,466.78,29408.114
510,2015-12-16,466.78,467,436.3,456.56,34625.5948
511,2015-12-17,456.66,461.98,450,457.53,17145.5201
512,2015-12-18,457.54,468.97,456,466,18640.151
513,2015-12-19,466,468.46,453.08,464.26,11876.8357
514,2015-12-20,464.24,464.7,430.02,442.43,28534.281
515,2015-12-21,442.43,444.63,422.59,438.86,29610.792
516,2015-12-22,438.77,444.24,434.41,437.21,17004.425
517,2015-12-23,437.21,445.87,437.2,443.46,16055.921
518,2015-12-24,443.55,464.09,442.78,451.86,23908.211
519,2015-12-25,451.86,458.49,451.86,454.75,10579.344
520,2015-12-26,454.75,457.63,393.22,414.6,46675.52
521,2015-12-27,414.6,423.42,402.69,421.88,18229.228
522,2015-12-28,421.88,429.61,416.01,422.3,17825.013
523,2015-12-29,422.3,434.25,418.62,433.86,17310.447
524,2015-12-30,433.99,434.1,419.63,426.41,17289.75
525,2015-12-31,426.41,433.01,415,430.63,17062.092
526,2016-01-01,430.63,439.95,425.15,434.58,14543.2778
527,2016-01-02,434.83,439.27,430.97,433.22,10542.168
528,2016-01-03,433.22,434.4,422.9,430.37,14490.526
529,2016-01-04,430.37,435.75,429.37,433.94,13435.273
530,2016-01-05,433.94,435.08,428,431.53,13352.019
531,2016-01-06,431.53,431.73,423.5,428.83,12012.869
532,2016-01-07,428.85,461.5,427.48,459.03,29549.6906
533,2016-01-08,459.13,463.29,447.66,452.98,20079.05
534,2016-01-09,452.98,455.73,445.6,448.27,10576.536
535,2016-01-10,448.31,449.58,437.87,448.66,12876.285
536,2016-01-11,448.66,451.86,442.58,446.73,14207.072
537,2016-01-12,446.74,448.17,428,430.05,15574.626
538,2016-01-13,429.7,436.18,415,431.66,21837.06
539,2016-01-14,431.67,432.17,426.27,429.35,11858.392
540,2016-01-15,429.35,429.38,357.24,358,57547.082
541,2016-01-16,357.95,390.42,351.26,387.42,36965.7701
542,2016-01-17,387.42,391,378.4,380.42,15756.185
543,2016-01-18,380.41,387.06,373.16,386,15137.369
544,2016-01-19,386,386.89,377.24,379.05,16413.61
545,2016-01-20,379.09,427.37,375.01,418.83,43346.7404
546,2016-01-21,418.98,422.99,403.96,409.92,22089.902
547,2016-01-22,409.88,410.07,374.01,380.95,34412.905
548,2016-01-23,380.95,394.64,380.3,386.03,15893.372
549,2016-01-24,386.54,406.16,385.48,402.65,17273.904
550,2016-01-25,402.68,402.8,386.36,390.35,18178.0319
551,2016-01-26,390.28,397.5,387.52,390.72,16691.174
552,2016-01-27,390.88,397.22,389.63,394.19,11678.41
553,2016-01-28,394.21,395.49,375.5,380.08,18267.718
554,2016-01-29,380.09,386.74,362.72,378.13,34337.09
555,2016-01-30,378.13,381.11,374.8,376.33,11195.51
556,2016-01-31,376.33,379.53,363,366.49,12899.391
557,2016-02-01,366.55,379.99,365.65,370.85,18449.605
558,2016-02-02,370.85,376.15,370.85,372.82,14833.281
559,2016-02-03,372.99,374.98,367,369.2,15809.76
560,2016-02-04,369.2,392.12,368.62,389.65,26308.5077
561,2016-02-05,389.67,391,385.01,386.12,15575.222
562,2016-02-06,386.12,386.24,372.9,377.29,16377.628
563,2016-02-07,377.29,383.28,375.97,377.63,10759.108
564,2016-02-08,377.63,381.72,371.69,371.78,19990.988
565,2016-02-09,371.78,377.6,371.41,375.11,19117.102
566,2016-02-10,375.11,385.62,374.28,383.64,24209.157
567,2016-02-11,383.64,385.04,376.26,380.75,17311.26
568,2016-02-12,380.75,386.75,380.26,384.99,15588.5507
569,2016-02-13,384.97,396.15,384.97,395.14,10873.946
570,2016-02-14,395.14,408.98,395.14,408.18,14819.6645
571,2016-02-15,408.18,412.13,397.84,400.5,21079.01433949
572,2016-02-16,400.5,409.5,400.5,407.64,21580.489
573,2016-02-17,407.64,422.65,405.62,417.81,22496.5973
574,2016-02-18,417.89,427.82,416.58,423.84,17869.7
575,2016-02-19,423.84,427,417.89,421.75,15547.808
576,2016-02-20,421.75,442.97,421.15,437.63,24646.5769
577,2016-02-21,437.62,448.32,425,439.42,22109.116
578,2016-02-22,439.44,440.98,432.18,437.93,13957.133
579,2016-02-23,438.12,442.42,415,419.24,22285.743
580,2016-02-24,419.24,425.37,409.76,424.25,15296.1215
581,2016-02-25,424.26,427.78,417.21,423.37,11979.8809
582,2016-02-26,423.37,432.11,419.07,431.89,14507.938
583,2016-02-27,431.81,433.59,429.01,431.68,10534.663
584,2016-02-28,431.74,435.76,420.02,432.79,14105.8819
585,2016-02-29,432.81,442.49,430.35,436.47,17183.087
586,2016-03-01,436.47,439.5,429,434.78,17382.804
587,2016-03-02,434.78,435.52,420.61,421.84,15222.475
588,2016-03-03,421.83,424.15,416,418.41,16819.364
589,2016-03-04,418.71,422.13,407.14,408,16470.659
590,2016-03-05,408,410.21,392.36,400.29,20870.492
591,2016-03-06,400.16,411.56,395.06,406.9,11881.648
592,2016-03-07,406.91,415.8,404.93,414.02,12508.155
593,2016-03-08,414.03,417.98,408.94,412.65,13440.945
594,2016-03-09,412.66,414.64,408.93,412.65,12474.26
595,2016-03-10,412.84,416.39,410.62,416.26,11312.984
596,2016-03-11,416.23,422.82,415.76,420.35,14989.146
597,2016-03-12,420.35,421.04,407.05,409.62,15030.219
598,2016-03-13,409.7,416.13,409.62,412.49,10481.861
599,2016-03-14,412.49,415.7,412.21,414.73,10564.949
600,2016-03-15,414.73,418,411.98,414.72,11455.435
601,2016-03-16,414.72,416.29,412.72,415.43,11970.247
602,2016-03-17,415.43,419.34,415.17,418.34,9944.905
603,2016-03-18,418.22,418.3,403.48,406.57,11270.074
604,2016-03-19,406.58,408.24,395.65,405.88,8181.771
605,2016-03-20,405.91,411.33,405.78,409.46,9178.161
606,2016-03-21,409.46,411.42,405.55,410.87,12038.437
607,2016-03-22,410.87,417.69,410.1,416.6,12826.037
608,2016-03-23,416.76,418.72,414.43,416.51,10182.278
609,2016-03-24,416.51,416.86,412.59,413.95,11378.212
610,2016-03-25,413.96,416.53,412.43,414.47,9615.633
611,2016-03-26,414.58,417.45,413.72,416.41,8926.714
612,2016-03-27,416.42,427,415.77,425.01,16644.032
613,2016-03-28,425.01,425.39,420.32,421.8,11911.918
614,2016-03-29,421.8,424.47,404.55,413.97,15272.591
615,2016-03-30,413.97,414.85,406.9,410.73,12041.849
616,2016-03-31,410.74,415.98,410.74,413.7,11835.767
617,2016-04-01,413.73,416,412.42,415.99,8297.754
618,2016-04-02,416,421.13,415.47,419.66,5351.622
619,2016-04-03,419.67,420.75,417.42,419.34,4690.751
620,2016-04-04,419.34,420.04,417.25,418.8,4736.4
621,2016-04-05,418.8,425,418.51,421.61,7080.375
622,2016-04-06,421.84,422.78,419.56,421.55,5483.556
623,2016-04-07,421.55,422.19,417.8,420.1,5632.59
624,2016-04-08,420.11,422.95,413.98,416.62,7905.348
625,2016-04-09,416.62,417.37,409.38,416.83,5528.947
626,2016-04-10,416.83,420.98,415.71,419.76,4409.198
627,2016-04-11,419.76,421.95,417.75,421.31,7166.257
628,2016-04-12,421.31,426.76,420.59,424.49,9858.2477
629,2016-04-13,424.72,426.45,420.97,423.81,6167.904
630,2016-04-14,423.8,425.01,422.02,424.01,5167.577
631,2016-04-15,424.02,429.28,423.59,429.17,8769.737
632,2016-04-16,429.17,431.88,427.5,428.9,5296.6528
633,2016-04-17,428.9,431.07,424.92,426.31,5364.441
634,2016-04-18,426.31,429.09,426.04,428.02,6615.56
635,2016-04-19,428.03,436.58,426.75,434.66,7889.759
636,2016-04-20,434.66,444,431.14,441.33,10378.857
637,2016-04-21,441.34,451.4,439.77,449.62,9327.668
638,2016-04-22,449.63,450.55,442.47,446.4,7237.3149
639,2016-04-23,446.4,453.58,444.02,451.61,6286.176
640,2016-04-24,451.61,459.44,447.94,457.31,9475.61350667
641,2016-04-25,457.3,465.73,452.76,459.52,9513.515
642,2016-04-26,459.6,470,459.11,466.02,10483.5039
643,2016-04-27,466.02,468.12,442,444.06,13723.1278
644,2016-04-28,444.43,449.79,431,448.79,12027.175
645,2016-04-29,448.8,456.88,444.1,455.11,8711.4739
646,2016-04-30,455.12,456.32,444.1,447.52,6404.1681
647,2016-05-01,447.6,452.92,446.01,451.45,4799
648,2016-05-02,451.47,452.31,440.05,443.51,10408.9729
649,2016-05-03,443.52,450,440.75,447.31,10898.0961
650,2016-05-04,447.31,448.19,442.92,444.77,8621.0445
651,2016-05-05,444.77,448.32,443.51,447,8840.0913
652,2016-05-06,447,461.62,444.02,458.78,10872.7303
653,2016-05-07,458.79,460.22,452.42,457.85,6669.749
654,2016-05-08,457.85,459.51,455,457.71,4686.236
655,2016-05-09,457.7,465.15,454.6,459.96,10439.463
656,2016-05-10,459.97,461.82,445.39,448.89,11227.032
657,2016-05-11,448.89,454.94,448.56,449.72,6918.853
658,2016-05-12,449.77,454.96,446.21,453.69,7519.6703
659,2016-05-13,453.69,456.93,447.49,454.43,4962.194
660,2016-05-14,454.43,456.69,453.02,454.82,3925.613
661,2016-05-15,454.82,458.86,454.01,456.54,4408.848
662,2016-05-16,456.56,459.31,448.63,451.67,7721.7624
663,2016-05-17,451.67,455.72,451,451.55,6887.743
664,2016-05-18,451.64,455,451.05,452.43,4965.1132
665,2016-05-19,452.43,453.94,438,438,8001.773
666,2016-05-20,438,453.73,436.67,442.24,8172.924
667,2016-05-21,442.24,444.7,440.35,442.6,3214.07
668,2016-05-22,442.59,443.48,434.86,437.54,4774.283
669,2016-05-23,437.73,445.2,436.99,443.27,5563.149
670,2016-05-24,443.27,446.52,442.55,444.11,4394.163
671,2016-05-25,444.16,450,444.16,448.4,5226.651
672,2016-05-26,448.4,454.89,447.01,454.83,5337.55
673,2016-05-27,454.83,485,454.83,477.08,21325.409
674,2016-05-28,478.63,538.75,476.57,531.64,8515.378
675,2016-05-29,531.64,557.19,510.01,524.59,6317.4032
676,2016-05-30,524.59,558.92,516.2,540.66,9033.1
677,2016-05-31,540.64,550.88,510.51,532.73,15964.442
678,2016-06-01,532.73,544.74,525.21,537.38,9874.78
679,2016-06-02,537.38,543.62,530.74,537.41,8124.504
680,2016-06-03,537.41,575,535.22,570.68,13067.214
681,2016-06-04,570.68,603.45,562.95,571.45,9851.653
682,2016-06-05,571.46,585,567.08,573.48,6525.054
683,2016-06-06,573.47,589.95,572.95,586.4,6441.2206
684,2016-06-07,586.4,595.41,565.12,577.84,9116.426
685,2016-06-08,577.83,584.89,560,583.55,5595.54
686,2016-06-09,583.65,583.7,570.25,576.62,4983.605
687,2016-06-10,576.62,581.03,572,578.94,5135.374
688,2016-06-11,578.98,615.54,578.41,612.54,5869.744
689,2016-06-12,612.53,700,605,686.6,23441.099
690,2016-06-13,686.59,738.42,669.46,705.41,14767.9926
691,2016-06-14,705.41,705.44,662.8,689.85,13287.1504
692,2016-06-15,689.91,699,675.65,694.3,8055.806
693,2016-06-16,694.3,773.97,694.3,768.8,25516.392
694,2016-06-17,768.8,775,708.63,743.93,17574.9645
695,2016-06-18,743.94,776.93,725.01,753.95,11724.51
696,2016-06-19,753.95,768.38,742,764.41,5873.991
697,2016-06-20,764.47,770,718,739.84,15105.303
698,2016-06-21,739.07,739.84,626,661.55,20948.6024
699,2016-06-22,661.55,677.92,581,593.76,22104.849
700,2016-06-23,594.46,633,540,621.87,26184.022668
701,2016-06-24,621.87,675.78,610.71,661.69,18703.7543
702,2016-06-25,661.98,691,640,664.05,11244.4403
703,2016-06-26,664.05,666.61,606.27,624.29,9500.866
704,2016-06-27,624.34,656.12,610,655.79,12431.295
705,2016-06-28,655.58,659.43,632.01,645.83,10859.393
706,2016-06-29,645.66,645.66,622.57,640.52,8085.342
707,2016-06-30,640.68,676,634.58,673.85,10416.722
708,2016-07-01,673.92,688.5,667.71,678.22,8491.355
709,2016-07-02,678.48,704.93,675.89,704.78,9553.3688
710,2016-07-03,705,705,644,656.11,11789.1585
711,2016-07-04,656.62,684.91,643.32,683.5,5443.0179
712,2016-07-05,683.5,683.5,659.38,666.31,6163.2599
713,2016-07-06,666.31,679.2,665,674.25,5533.2874
714,2016-07-07,674.24,679,609.82,637.2,15563.306
715,2016-07-08,637.19,665,615.29,663.46,7643.8466
716,2016-07-09,663.26,663.98,626.02,649.29,10086.302
717,2016-07-10,649.29,652.41,637.46,649.09,3766.0599
718,2016-07-11,649.1,660.02,639.41,647.19,5888.99
719,2016-07-12,647.4,674.97,642.26,663.52,5592.1862
720,2016-07-13,663.29,666.97,652.25,652.26,2654.901
721,2016-07-14,652.25,662.18,646.1,657.67,2965.446
722,2016-07-15,657.67,667.42,653.01,663.5,2770.9603
723,2016-07-16,663.51,665.39,651.97,661.24,1455.9392
724,2016-07-17,661.24,682.44,661.24,678.85,2450.485
725,2016-07-18,678.85,683.01,667.3,673.53,2097.2979
726,2016-07-19,672.89,674.8,665.02,671.89,2550.69
727,2016-07-20,671.97,673.06,659.49,663.87,1849.9662
728,2016-07-21,663.87,666.65,657.94,664.32,2230.0509
729,2016-07-22,664.25,666.9,645,651.03,2510.49
730,2016-07-23,651.04,657,644.6,652.03,1756.348
731,2016-07-24,653.15,662.44,650.09,660.28,837.824
732,2016-07-25,660.64,662.15,651.75,654.11,1771.482
733,2016-07-26,654.11,656.56,642,649.03,3915.428
734,2016-07-27,649.03,659.59,646.37,655.17,2601.125
735,2016-07-28,655.17,658.7,652.54,654.99,1871.184
736,2016-07-29,654.99,660.3,652.61,656.98,1634.455
737,2016-07-30,656.98,659.24,653.93,655.73,1268.954
738,2016-07-31,655.58,655.74,620.18,620.68,4813.052
739,2016-08-01,620.68,627.31,607.23,610.65,3527.709
740,2016-08-02,610.64,616.02,477.93,531.18,14314.0432892
741,2016-08-03,531.18,566.27,521.99,558.32,10779.2208
742,2016-08-04,557.75,572.52,556.35,567.13,5711.6434
743,2016-08-05,567.52,573.05,561.66,568.11,6282.357
744,2016-08-06,568.12,585.17,560,582.96,4194.6918
745,2016-08-07,582.98,594.99,581.31,588.8,3125.8939
746,2016-08-08,588.8,594.38,584.12,586.62,3094.9396
747,2016-08-09,586.62,589,578.87,583.91,3654.9189
748,2016-08-10,583.9,600,581.4,593.14,3425.7177
749,2016-08-11,593.22,599.99,582.13,585.18,3243.737
750,2016-08-12,585.18,589.38,580.35,584.05,2648.012
751,2016-08-13,584.28,590,581.65,583.81,1293.524
752,2016-08-14,583.82,584.73,562.66,572.38,2408.009
753,2016-08-15,572.42,576.13,560.53,568.51,3009.096
754,2016-08-16,568.51,582.4,564.81,574.26,2564.542
755,2016-08-17,574.27,577.81,566,568,3185.408
756,2016-08-18,567.99,577.62,567.86,571,2949.019
757,2016-08-19,571.37,576.61,570.22,573.57,2103.668
758,2016-08-20,573.63,584.73,572.1,581.77,2076.385
759,2016-08-21,581.76,585,579.1,582.34,990.794
760,2016-08-22,582.44,588.6,577.94,586.54,2797.95
761,2016-08-23,586.19,588,575.25,580.69,2997.156934
762,2016-08-24,580.7,581.54,572.62,576.43,4860.084
763,2016-08-25,576.78,578.27,562.62,576,5281.05
764,2016-08-26,575.5,577.49,572.36,577,1517.908
765,2016-08-27,576.83,577.51,564,567.2,1925.081
766,2016-08-28,567.21,573.24,566.46,572.61,874.595
767,2016-08-29,572.64,576.07,570.51,572.89,1499.67
768,2016-08-30,572.76,579.51,572,577.21,2271.715
769,2016-08-31,577.21,577.64,570.31,572.95,2213.76
770,2016-09-01,573,573.22,568.99,570.37,1639.995
771,2016-09-02,570.37,576.27,569.07,575.05,1681.145
772,2016-09-03,575.08,610.87,572.82,601.63,3763.081
773,2016-09-04,601.62,618.07,594.31,612.47,4400.916
774,2016-09-05,612.45,614,601.62,607.97,2694.018
775,2016-09-06,608.06,611.06,603.52,609.81,1832.84
776,2016-09-07,609.81,619.01,604,613.9,3933.737
777,2016-09-08,613.9,627.64,610.9,622.14,2360.17
778,2016-09-09,622.14,624.89,614.76,620.94,3783.728
779,2016-09-10,620.94,625,618.87,621.46,698.879
780,2016-09-11,621.3,631.69,585.67,603.78,3504.776
781,2016-09-12,603.66,607.83,597.09,603.84,3767.906
782,2016-09-13,603.9,608,602.3,603.98,2319.736
783,2016-09-14,603.98,609,603,607.03,1893.945
784,2016-09-15,607.03,608.05,602.7,603.31,975.374
785,2016-09-16,603.31,608.8,602.94,604.38,1778.272
786,2016-09-17,604.38,605.22,601.99,604,1093.863
787,2016-09-18,604.08,609.22,601.88,607.34,2577.389
788,2016-09-19,607.34,609.52,604.56,608.39,3616.13
789,2016-09-20,608.4,609.85,590.31,592.2,4155.186
790,2016-09-21,591.74,596.95,583.08,595.78,4309.848
791,2016-09-22,595.78,597.5,593.62,594.7,1776.918
792,2016-09-23,594.7,601.68,590,601.16,2357.79
793,2016-09-24,601.17,602.26,598,600.01,1034.235
794,2016-09-25,600.01,601.69,595.49,596.96,1141.487
795,2016-09-26,597.05,608.85,592.66,607.3,4364.734
796,2016-09-27,607.28,608.28,600.42,603.88,1856.877
797,2016-09-28,603.85,603.89,598.97,601.31,1276.401
798,2016-09-29,601.31,605.06,596.56,603.34,2828.179
799,2016-09-30,603.4,610,597.63,607.41,2268.763
800,2016-10-01,607.99,614.67,607.99,612.98,1530.415
801,2016-10-02,612.98,613,608.69,609.36,722.907
802,2016-10-03,609.37,613.56,606.96,611.61,1983.469
803,2016-10-04,611.61,612.99,604.98,610.59,1637.93
804,2016-10-05,610.48,611.85,605.64,609.98,1346.884
805,2016-10-06,610.2,611.12,608.35,609.51,914.507
806,2016-10-07,609.51,629.9,608,615.83,3197.794
807,2016-10-08,615.95,617.87,610.14,614.3,1099.674
808,2016-10-09,614.55,614.83,609.62,612.72,1133.325
809,2016-10-10,612.72,617.5,610,617.5,4650.994
810,2016-10-11,617.49,640.08,610.06,636.28,4188.0986
811,2016-10-12,636.29,637.5,630.11,633.4,1910.657
812,2016-10-13,633.64,637,629.4,634.01,2328.587
813,2016-10-14,634.31,638,632,636.78,2499.668
814,2016-10-15,636.78,638.83,634,635.5,1060.005
815,2016-10-16,635.51,638.7,634.67,637.81,736.666
816,2016-10-17,637.82,639.99,633.57,635.94,2037.03
817,2016-10-18,635.95,639,629.68,634.92,1156.616
818,2016-10-19,634.92,635.92,618.16,625.37,2831.6965
819,2016-10-20,625.87,627.45,623.86,627.44,1055.665
820,2016-10-21,627.44,630.53,625.09,629.03,1546.377
821,2016-10-22,629.42,660,628.86,654.22,3282.971
822,2016-10-23,654.55,660.6,641.88,650.87,1608.082
823,2016-10-24,650.9,651.48,642.71,648.15,2891.778
824,2016-10-25,648.15,663.55,642,652.11,3479.458
825,2016-10-26,652.11,677.63,652.1,676.29,2942.932
826,2016-10-27,676.29,686.95,674.27,685.22,3506.085
827,2016-10-28,685.23,686.87,675.83,686.1,2144.746
828,2016-10-29,686.11,722.29,686.11,712.96,3637.972
829,2016-10-30,713.24,713.24,681.43,699.35,1911.227
830,2016-10-31,699.71,708.49,680,697.95,1988.319
831,2016-11-01,698.89,735.14,698.88,728.92,3834.507
832,2016-11-02,730.04,742.54,717.95,741.78,3731.8644
833,2016-11-03,741.33,745.58,665.04,685.13,7785.729
834,2016-11-04,685.61,703.28,681.5,697.49,2606.407
835,2016-11-05,697.5,706.29,691.58,699.87,1857.376
836,2016-11-06,699.88,710.77,691.04,709.56,2189.688
837,2016-11-07,709.56,709.56,695,701.9,1740.397
838,2016-11-08,701.9,715.5,698.25,706.79,1751.474
839,2016-11-09,707,735.89,704.3,721.33,4143.3746
840,2016-11-10,721.33,722.39,706.56,713.5,1877.077
841,2016-11-11,713.5,721.04,711.5,716.69,1267.517
842,2016-11-12,716.69,721,700.09,703.76,1650.943
843,2016-11-13,703.76,703.76,684,700.69,1749.111
844,2016-11-14,700.69,708,697.08,705.58,753.934
845,2016-11-15,705.58,717.11,705,712.45,1203.874
846,2016-11-16,712.45,752,709,746.81,8006.1417
847,2016-11-17,746.81,760.97,736,740.12,3837.99
848,2016-11-18,740.18,753.83,733.02,752,3104.912
849,2016-11-19,752,759,737.66,750.39,2034.308
850,2016-11-20,750.39,755.63,707,725.22,3563.881
851,2016-11-21,726.28,739.22,722.34,735.84,2376.222
852,2016-11-22,735.84,755.5,729.99,749.92,4868.001
853,2016-11-23,749.92,751.77,728.02,742.25,3489.645
854,2016-11-24,742.65,745.45,715,734.21,2233.636
855,2016-11-25,734.21,737.07,723,736,2077.059
856,2016-11-26,736,737.6,720.37,731.42,1389.981
857,2016-11-27,731.42,736.33,726,727.66,1231.787
858,2016-11-28,727.7,739,727.7,733.33,2810.208
859,2016-11-29,733.78,735.75,727,731.69,2235.212
860,2016-11-30,731.69,744.52,730,740,2174.439
861,2016-12-01,740,756,740,753.7,2663.434
862,2016-12-02,753.7,778.4,753.7,773.71,4967.097
863,2016-12-03,773.36,775.79,757.62,765.53,1219.705
864,2016-12-04,765.53,770.01,761,768.99,1506.577
865,2016-12-05,768.98,770,744.48,750.7,3640.306
866,2016-12-06,750.71,760.9,748,756.7,1989.127
867,2016-12-07,756.7,767,750.69,762.39,1863.19
868,2016-12-08,762.39,771.36,758.76,766.02,1644.5
869,2016-12-09,766.02,771.6,763.99,769.23,2208.9
870,2016-12-10,769.32,778.1,769.24,772.15,1275.963
871,2016-12-11,772.21,772.5,759.6,767.68,1206.141
872,2016-12-12,767.67,781.02,767.09,778.48,1574.245
873,2016-12-13,778.48,789.23,759.93,774.61,2436.929
874,2016-12-14,775.03,780,768.79,776.4,2022.003
875,2016-12-15,776.4,778.43,772.51,775.69,1539.597
876,2016-12-16,775.77,781,770,780.4,1598.587
877,2016-12-17,780.4,796,780.4,788.6,2307.456
878,2016-12-18,788.6,789.27,785,787.11,768.537
879,2016-12-19,787.11,791.97,785.79,789.72,1148.847
880,2016-12-20,789.72,801.99,786.66,799.43,3880.657
881,2016-12-21,799.43,835.69,797.71,834.84,4864.557
882,2016-12-22,834.83,873.18,830.1,860.12,3295.888
883,2016-12-23,860.12,925.9,859.86,920.4,5239.0603
884,2016-12-24,920.6,922.5,882.37,897.31,2213.979
885,2016-12-25,897.31,897.42,860,893.36,2430.0249
886,2016-12-26,893.36,915.54,893.36,904.46,1714.911
887,2016-12-27,905.48,941.93,899.31,936.7,2339.933
888,2016-12-28,936.7,976.41,936.7,974.63,3629.186
889,2016-12-29,974.63,978.94,946.16,966.42,2348.017
890,2016-12-30,966.82,967.39,922.81,959.68,3819.5327
891,2016-12-31,959.68,965,940.57,964.26,1273.828
892,2017-01-01,965.25,1010.54,960.36,1003.2,3013.419
893,2017-01-02,1003.3,1040.8,997.94,1027.2,4077.0563
894,2017-01-03,1027.5,1038.9,1011.75,1036.93,3799.012
895,2017-01-04,1036.93,1147.87,1036.93,1140,6211.5346
896,2017-01-05,1140,1174.12,857.79,1008.45,16606.714
897,2017-01-06,1008.81,1033,820.01,896.35,13254.031
898,2017-01-07,896.35,908.9,804.66,903.68,6820.735
899,2017-01-08,906.87,940,880.35,907.13,3962.7
900,2017-01-09,908.26,910.96,862.91,899.68,2173.5555
901,2017-01-10,899.81,915,896.3,902.28,1764.53
902,2017-01-11,902.29,922.4,714,748.59,13814.290859
903,2017-01-12,748.6,811.66,705.01,786.49,4766.2385
904,2017-01-13,787.03,827.09,746.08,818.58,2991.377
905,2017-01-14,818.08,832.6,790.17,804.9,1639.908
906,2017-01-15,804.9,814.05,795.15,809.4,1560.513
907,2017-01-16,809.22,830.8,806.82,822.18,1584.7807
908,2017-01-17,822.18,908.01,819,900.15,4308.49
909,2017-01-18,900.01,912.58,828.81,874.63,4404.7019
910,2017-01-19,874.65,899,868.9,885.49,4279.2204
911,2017-01-20,885.49,899.37,870,882.39,2814.819
912,2017-01-21,882.39,925,865,909.16,2789.2871
913,2017-01-22,909.55,931.67,880,922.01,2480.867
914,2017-01-23,922.01,925,904.05,911.23,2132.941
915,2017-01-24,911.39,925,881.21,885,2081.11
916,2017-01-25,885,905,883.72,893.74,1672.918
917,2017-01-26,893.74,919.39,893.74,914.1,1252.5496
918,2017-01-27,914.35,920,907,914.89,1050.035
919,2017-01-28,914.89,922.75,913,918.54,455.74
920,2017-01-29,918.53,921,912.41,913.26,367.458
921,2017-01-30,913.26,919.98,912.34,916.33,743.001
922,2017-01-31,917.72,969.9,916.49,968.05,2219.1788
923,2017-02-01,968.05,989,962.39,984.98,1179.252
924,2017-02-02,984.98,1010.55,972.28,1007.46,1290.063
925,2017-02-03,1007.46,1026.04,997.05,1020,2228.561
926,2017-02-04,1020,1040,1004.9,1033.6,1367.543
927,2017-02-05,1033.6,1034.5,1008.53,1015.91,1055.712
928,2017-02-06,1015.95,1033,1013.32,1027.04,813.493
929,2017-02-07,1027.04,1053.29,1026.11,1051.9,1503.663
930,2017-02-08,1051.9,1070,1002.51,1055,4110.8637
931,2017-02-09,1055,1080.98,923.59,985.98,10227.241
932,2017-02-10,985.91,989.59,920,976.66,3097.3581
933,2017-02-11,976.64,1008.69,964.66,999.71,1896.9979
934,2017-02-12,999.65,1002,986.03,986.03,940.926
935,2017-02-13,986.04,995.9,958.88,984,2515.046
936,2017-02-14,984,1010.99,974.51,1002.5,2817.559
937,2017-02-15,1002.5,1005.49,987.54,998.01,1926.788
938,2017-02-16,998.01,1039.67,997.01,1032.27,2550.936
939,2017-02-17,1031.63,1052,1008,1042.91,5557.5142
940,2017-02-18,1042.91,1060.97,1039.58,1054.89,1307.521
941,2017-02-19,1054.97,1056.04,1037.1,1046.91,938.423
